Bn,COY,Village,Mohalla,House No,Name,Relation,Sex,Age,Occupation,Mob No,GR,Property,Floor,Colour,No of Rooms,Perimeter Fence,Cowshed,Entry points,LAT/LONG
78 BN,C COY,Jabalpur,Bhishma,Z-698,Pearse,Wife,F,23,Scientist,9213840780,,2 kunal,Single,Blue,3,N,Y,2,28.679079/77.070387
78 BN,C COY,Jabalpur,Devavrath,Z-702,Raheem,Father,M,56,Attender,9213840781,,2 kunal,Single,Green,5,Y,Y,1,28.679079/77.070388
78 BN,C COY,Jabalpur,Devavrath,Z-702,Rehan,Mother,F,24,Buisnessman,9213840782,,2 kunal,Single,Lavender,4,N,Y,2,28.679079/77.070389
78 BN,C COY,Jabalpur,Devavrath,Z-702,Ronald,Husband,M,56,Technician,9213840783,,2 kunal,Single,Cherry,3,N,N,2,28.679079/77.070390
78 BN,C COY,Jabalpur,Devavrath,Z-702,Santino,Wife,F,32,Shopkeeper,9213840784,,1 kunal,Single,Light green,3,Y,N,2,28.679079/77.070391
78 BN,C COY,Jabalpur,Devavrath,Z-706,Sawyer,Husband,M,67,Doctor,9213840785,,1 kunal,Single,Red,5,N,N,2,28.679079/77.070392
78 BN,C COY,Jabalpur,Devavrath,Z-706,Seonaidh,Wife,F,89,Teacher,9213840786,,1 kunal,Single,Pink,3,N,N,3,28.679079/77.070393
78 BN,C COY,Jabalpur,Devavrath,Z-706,Shaye,Daughter,F,96,Engineer,9213840787,,1 kunal,Single,Purple,4,N,N,1,28.679079/77.070394
78 BN,C COY,Jabalpur,Amba,Z-709,Soren,Father,F,49,Painter,9213840788,,1 kunal,Single,White,4,N,Y,2,28.679079/77.070395
78 BN,C COY,Jabalpur,Amba,Z-709,Sulaiman,Mother,M,60,Call Centre,9213840789,,1 kunal,Single,Blue,2,Y,N,2,28.679079/77.070396
78 BN,C COY,Jabalpur,Amba,Z-709,Sullivan,Husband,F,23,Air hostess,9213840790,,1 kunal,Single,Green,4,Y,N,1,28.679079/77.070397
78 BN,C COY,Jabalpur,Amba,Z-709,Tomas,Wife,M,43,Pilot,9213840791,,1 kunal,Single,Lavender,5,N,Y,2,28.679079/77.070398
78 BN,C COY,Jabalpur,Amba,Z-713,Tommie,Husband,M,75,Scientist,9213840792,,1 kunal,Single,Cherry,2,Y,N,2,28.679079/77.070399
78 BN,C COY,Jabalpur,Amba,Z-713,Vivaan,Wife,F,64,Attender,9213840793,,1 kunal,Single,Light green,3,N,N,1,28.679079/77.070400
78 BN,C COY,Jabalpur,Amba,Z-713,Wilfred,Daughter,F,86,Buisnessman,9213840794,,1 kunal,Single,Red,5,Y,N,2,28.679079/77.070401
78 BN,C COY,Jabalpur,Ambika,Z-716,Yunus,Father,M,62,Technician,9213840795,,1 kunal,Single,Pink,2,Y,N,2,28.679079/77.070402
78 BN,C COY,Jabalpur,Ambika,Z-716,Zachariah,Mother,F,98,Shopkeeper,9213840796,,1 kunal,Single,Purple,4,Y,Y,2,28.679079/77.070403
78 BN,C COY,Jabalpur,Ambika,Z-716,Zakaria,Husband,F,21,Doctor,9213840797,,1 kunal,Single,White,4,Y,Y,2,28.679079/77.070404
78 BN,C COY,Jabalpur,Ambika,Z-716,Aahil,Wife,M,33,Teacher,9213840798,,1 kunal,Single,Blue,3,Y,N,2,28.679079/77.070405
78 BN,C COY,Jabalpur,Ambika,Z-720,Aaran,Husband,F,45,Engineer,9213840799,,1 kunal,Single,Green,5,Y,Y,2,28.679079/77.070406
78 BN,C COY,Jabalpur,Ambika,Z-720,Aarav,Wife,M,12,Painter,9213840800,,1 kunal,Single,Lavender,2,N,N,2,28.679079/77.070407
78 BN,C COY,Jabalpur,Ambika,Z-720,Aayansh,Daughter,F,45,Call Centre,9213840801,,1 kunal,Single,Cherry,5,N,Y,2,28.679079/77.070408
78 BN,C COY,Jodhpur,Ambalika,Z-723,Abdallah,Father,M,23,Air hostess,9213840802,,1 kunal,Single,Light green,5,N,Y,1,28.679079/77.070409
78 BN,C COY,Jodhpur,Ambalika,Z-723,Abe,Mother,F,67,Pilot,9213840803,,1 kunal,Single,Red,5,N,Y,2,28.679079/77.070410
78 BN,C COY,Jodhpur,Ambalika,Z-723,Abraham,Husband,M,23,Scientist,9213840804,,2 kunal,Single,Pink,2,N,Y,1,28.679079/77.070411
78 BN,C COY,Jodhpur,Ambalika,Z-723,Alexandru,Wife,M,56,Attender,9213840805,,2 kunal,Single,Purple,5,Y,Y,2,28.679079/77.070412
78 BN,C COY,Jodhpur,Ambalika,Z-727,Amos,Husband,M,24,Buisnessman,9213840806,,2 kunal,Single,White,6,N,Y,2,28.679079/77.070413
78 BN,C COY,Jodhpur,Ambalika,Z-727,Aonghus,Wife,F,56,Technician,9213840807,,2 kunal,Single,Blue,3,N,N,2,28.679079/77.070414
78 BN,C COY,Jodhpur,Ambalika,Z-727,Apollo,Daughter,F,32,Shopkeeper,9213840808,,2 kunal,Single,Green,4,Y,N,1,28.679079/77.070415
78 BN,C COY,Jodhpur,Indraprasth,Z-730,Arham,Father,F,67,Doctor,9213840809,,2 kunal,Single,Lavender,3,N,N,1,28.679079/77.070416
78 BN,C COY,Jodhpur,Indraprasth,Z-730,Arjun,Mother,M,89,Teacher,9213840810,,2 kunal,Single,Cherry,4,N,N,1,28.679079/77.070417
78 BN,C COY,Jodhpur,Indraprasth,Z-730,Armando,Husband,F,96,Engineer,9213840811,,2 kunal,Single,Light green,4,N,N,2,28.679079/77.070418
78 BN,C COY,Jodhpur,Indraprasth,Z-730,Arron,Wife,M,49,Painter,9213840812,,1 kunal,Single,Red,2,N,Y,1,28.679079/77.070419
78 BN,C COY,Jodhpur,Indraprasth,Z-734,Arryn,Husband,F,60,Call Centre,9213840813,,1 kunal,Single,Pink,4,Y,N,2,28.679079/77.070420
78 BN,C COY,Jodhpur,Indraprasth,Z-734,Asa,Wife,M,23,Air hostess,9213840814,,1 kunal,Single,Purple,2,Y,N,1,28.679079/77.070421
78 BN,C COY,Jodhpur,Indraprasth,Z-734,Ash,Daughter,F,43,Pilot,9213840815,,1 kunal,Single,White,3,N,Y,2,28.679079/77.070422
78 BN,C COY,Jodhpur,Narayan,Z-737,Austen,Father,M,75,Scientist,9213840816,,1 kunal,Single,Blue,4,Y,N,2,28.679079/77.070423
78 BN,C COY,Jodhpur,Narayan,Z-737,Baillie,Mother,M,64,Attender,9213840817,,1 kunal,Single,Green,5,N,N,2,28.679079/77.070424
78 BN,C COY,Jodhpur,Narayan,Z-737,Bentley,Husband,M,86,Buisnessman,9213840818,,2 kunal,Single,Lavender,3,Y,N,1,28.679079/77.070425
78 BN,C COY,Jodhpur,Narayan,Z-737,Bo,Wife,F,62,Technician,9213840819,,2 kunal,Single,Cherry,3,Y,N,2,28.679079/77.070426
78 BN,C COY,Jodhpur,Narayan,Z-741,Bowen,Husband,F,98,Shopkeeper,9213840820,,2 kunal,Single,Light green,5,Y,Y,2,28.679079/77.070427
78 BN,C COY,Jodhpur,Narayan,Z-741,Braxton,Wife,F,21,Doctor,9213840821,,2 kunal,Single,Red,4,Y,Y,2,28.679079/77.070428
78 BN,C COY,Jodhpur,Narayan,Z-741,Brooklyn,Daughter,M,33,Teacher,9213840822,,2 kunal,Single,Pink,2,Y,N,3,28.679079/77.070429
78 BN,C COY,Jodhpur,Gadra,Z-744,Caelen,Father,F,45,Engineer,9213840823,,1 kunal,Single,Purple,3,Y,Y,2,28.679079/77.070430
78 BN,C COY,Jodhpur,Gadra,Z-744,Caelin,Mother,M,12,Painter,9213840824,,1 kunal,Single,White,5,N,N,1,28.679079/77.070431
78 BN,C COY,Jodhpur,Gadra,Z-744,Cai,Husband,F,45,Call Centre,9213840825,,1 kunal,Single,Blue,4,N,Y,2,28.679079/77.070432
78 BN,C COY,Jodhpur,Gadra,Z-744,Cairo,Wife,M,23,Air hostess,9213840826,,1 kunal,Single,Green,3,N,Y,2,28.679079/77.070433
78 BN,C COY,Jodhpur,Gadra,Z-748,Cal,Husband,F,67,Pilot,9213840827,,1 kunal,Single,Lavender,3,N,Y,2,28.679079/77.070434
78 BN,C COY,Jodhpur,Gadra,Z-748,Camden,Wife,M,23,Scientist,9213840828,,1 kunal,Single,Cherry,5,N,Y,2,28.679079/77.070435
78 BN,C COY,Jodhpur,Gadra,Z-748,Carter-James,Daughter,M,56,Attender,9213840829,,1 kunal,Single,Light green,3,Y,Y,3,28.679079/77.070436
78 BN,C COY,Jodhpur,Mohenjodaro,Z-751,Cassius,Father,F,24,Buisnessman,9213840830,,1 kunal,Single,Red,4,N,Y,1,28.679079/77.070437
78 BN,C COY,Jodhpur,Mohenjodaro,Z-751,Cayson,Mother,F,56,Technician,9213840831,,1 kunal,Single,Pink,4,N,N,2,28.679079/77.070438
78 BN,C COY,Jodhpur,Mohenjodaro,Z-751,Cezary,Husband,F,32,Shopkeeper,9213840832,,1 kunal,Single,Purple,2,Y,N,2,28.679079/77.070439
78 BN,C COY,Jodhpur,Mohenjodaro,Z-751,Chay,Wife,M,67,Doctor,9213840833,,1 kunal,Single,White,4,N,N,1,28.679079/77.070440
78 BN,C COY,Jodhpur,Mohenjodaro,Z-755,Cjay,Husband,M,89,Teacher,9213840834,,1 kunal,Single,Blue,5,N,N,2,28.679079/77.070441
78 BN,C COY,Jodhpur,Mohenjodaro,Z-755,Clyde,Wife,M,96,Engineer,9213840835,,1 kunal,Single,Green,2,N,N,2,28.679079/77.070442
78 BN,C COY,Jodhpur,Mohenjodaro,Z-755,Cobie,Daughter,F,49,Painter,9213840836,,1 kunal,Single,Lavender,3,N,Y,1,28.679079/77.070443
78 BN,C COY,Jaipur,Harrappa,Z-758,Cobyn,Father,M,60,Call Centre,9213840837,,1 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070444
78 BN,C COY,Jaipur,Harrappa,Z-758,Copland,Mother,F,23,Air hostess,9213840838,,1 kunal,Single,Light green,2,Y,N,2,28.679079/77.070445
78 BN,C COY,Jaipur,Harrappa,Z-758,Cullen,Husband,M,43,Pilot,9213840839,,1 kunal,Single,Red,4,N,Y,2,28.679079/77.070446
78 BN,C COY,Jaipur,Harrappa,Z-758,Damir,Wife,F,75,Scientist,9213840840,,1 kunal,Single,Pink,4,Y,N,2,28.679079/77.070447
78 BN,C COY,Jaipur,Harrappa,Z-762,Dara,Husband,M,64,Attender,9213840841,,1 kunal,Single,Purple,3,N,N,2,28.679079/77.070448
78 BN,C COY,Jaipur,Harrappa,Z-762,Dax,Wife,F,86,Buisnessman,9213840842,,1 kunal,Single,White,5,Y,N,2,28.679079/77.070449
78 BN,C COY,Jaipur,Harrappa,Z-762,Denver,Daughter,F,62,Technician,9213840843,,2 kunal,Single,Blue,2,Y,N,2,28.679079/77.070450
78 BN,C COY,Jaipur,Ashwini,Z-765,Devon,Father,F,98,Shopkeeper,9213840844,,2 kunal,Single,Green,5,Y,Y,2,28.679079/77.070451
78 BN,C COY,Jaipur,Ashwini,Z-765,Dhruv,Mother,M,21,Doctor,9213840845,,2 kunal,Single,Lavender,5,Y,Y,1,28.679079/77.070452
78 BN,C COY,Jaipur,Ashwini,Z-765,Diego,Husband,F,33,Teacher,9213840846,,2 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070453
78 BN,C COY,Jaipur,Ashwini,Z-765,Dilan,Wife,M,45,Engineer,9213840847,,2 kunal,Single,Light green,2,Y,Y,1,28.679079/77.070454
78 BN,C COY,Jaipur,Ashwini,Z-769,Elis,Husband,M,12,Painter,9213840848,,2 kunal,Single,Red,5,N,N,2,28.679079/77.070455
78 BN,C COY,Jaipur,Ashwini,Z-769,Emilio,Wife,F,45,Call Centre,9213840849,,2 kunal,Single,Pink,6,N,Y,2,28.679079/77.070456
78 BN,C COY,Jaipur,Ashwini,Z-769,Emin,Daughter,F,23,Air hostess,9213840850,,2 kunal,Single,Purple,3,N,Y,2,28.679079/77.070457
78 BN,C COY,Jaipur,Tirath,Z-772,Ernie,Father,M,67,Pilot,9213840851,,1 kunal,Single,White,4,N,Y,1,28.679079/77.070458
78 BN,C COY,Jaipur,Tirath,Z-772,Finnley,Mother,F,23,Scientist,9213840852,,1 kunal,Single,Blue,3,N,Y,1,28.679079/77.070459
78 BN,C COY,Jaipur,Tirath,Z-772,Franky,Husband,F,56,Attender,9213840853,,1 kunal,Single,Green,4,Y,Y,1,28.679079/77.070460
78 BN,C COY,Jaipur,Tirath,Z-772,Frazer,Wife,M,24,Buisnessman,9213840854,,1 kunal,Single,Lavender,4,N,Y,2,28.679079/77.070461
78 BN,C COY,Jaipur,Tirath,Z-776,Fred,Daughter,F,56,Technician,9213840855,,1 kunal,Single,Cherry,2,N,N,1,28.679079/77.070462
78 BN,C COY,Jaipur,Tirath,Z-776,Gene,Husband,M,32,Shopkeeper,9213840856,,1 kunal,Single,Light green,4,Y,N,2,28.679079/77.070463
78 BN,C COY,Jaipur,Tirath,Z-776,Gethin,Wife,F,67,Doctor,9213840857,,2 kunal,Single,Red,2,N,N,1,28.679079/77.070464
78 BN,C COY,Jaipur,Chitai,Z-779,Gino,Father,M,89,Teacher,9213840858,,2 kunal,Single,Pink,3,N,N,2,28.679079/77.070465
78 BN,C COY,Jaipur,Chitai,Z-779,Graham,Mother,F,96,Engineer,9213840859,,2 kunal,Single,Purple,4,N,N,2,28.679079/77.070466
78 BN,C COY,Jaipur,Chitai,Z-779,Greig,Husband,M,49,Painter,9213840860,,2 kunal,Single,White,5,N,Y,2,28.679079/77.070467
78 BN,C COY,Jaipur,Chitai,Z-779,Guy,Wife,M,60,Call Centre,9213840861,,2 kunal,Single,Blue,3,Y,N,1,28.679079/77.070468
78 BN,C COY,Jaipur,Chitai,Z-783,Hamzah,Husband,M,23,Air hostess,9213840862,,1 kunal,Single,Green,3,Y,N,2,28.679079/77.070469
78 BN,C COY,Jaipur,Chitai,Z-783,Hasnain,Wife,F,43,Pilot,9213840863,,1 kunal,Single,Lavender,5,N,Y,2,28.679079/77.070470
78 BN,C COY,Jaipur,Chitai,Z-783,Hendrik,Daughter,F,75,Scientist,9213840864,,1 kunal,Single,Cherry,4,Y,N,2,28.679079/77.070471
78 BN,C COY,Jaipur,Jalkhedi,Z-786,Himmat,Father,F,64,Attender,9213840865,,1 kunal,Single,Light green,2,N,N,3,28.679079/77.070472
78 BN,C COY,Jaipur,Jalkhedi,Z-786,Innis,Mother,M,86,Buisnessman,9213840866,,1 kunal,Single,Red,3,Y,N,2,28.679079/77.070473
78 BN,C COY,Jaipur,Jalkhedi,Z-786,Ioannis,Husband,F,62,Technician,9213840867,,1 kunal,Single,Pink,5,Y,N,1,28.679079/77.070474
78 BN,C COY,Jaipur,Jalkhedi,Z-786,Iustin,Wife,M,98,Shopkeeper,9213840868,,1 kunal,Single,Purple,4,Y,Y,2,28.679079/77.070475
78 BN,C COY,Jaipur,Jalkhedi,Z-790,Izaac,Husband,F,21,Doctor,9213840869,,1 kunal,Single,White,3,Y,Y,2,28.679079/77.070476
78 BN,C COY,Jaipur,Jalkhedi,Z-790,Jak,Wife,M,33,Teacher,9213840870,,1 kunal,Single,Blue,3,Y,N,2,28.679079/77.070477
78 BN,C COY,Jaipur,Jalkhedi,Z-790,Jaxen,Daughter,F,45,Engineer,9213840871,,1 kunal,Single,Green,5,Y,Y,2,28.679079/77.070478
78 BN,C COY,Bikaner,Rishikesh,Z-793,Jayson,Father,M,12,Painter,9213840872,,1 kunal,Single,Lavender,3,N,N,3,28.679079/77.070479
78 BN,C COY,Bikaner,Rishikesh,Z-793,Jed,Mother,M,45,Call Centre,9213840873,,1 kunal,Single,Cherry,4,N,Y,1,28.679079/77.070480
78 BN,C COY,Bikaner,Rishikesh,Z-793,Jimmy,Husband,M,23,Air hostess,9213840874,,1 kunal,Single,Light green,4,N,Y,2,28.679079/77.070481
78 BN,C COY,Bikaner,Rishikesh,Z-793,John-James,Wife,F,67,Pilot,9213840875,,1 kunal,Single,Red,2,N,Y,2,28.679079/77.070482
78 BN,C COY,Bikaner,Rishikesh,Z-797,Kabir,Husband,F,23,Scientist,9213840876,,1 kunal,Single,Pink,4,N,Y,1,28.679079/77.070483
78 BN,C COY,Bikaner,Rishikesh,Z-797,Kadyn,Wife,F,56,Attender,9213840877,,1 kunal,Single,Purple,5,Y,Y,2,28.679079/77.070484
78 BN,C COY,Bikaner,Rishikesh,Z-797,Kaidyn,Son,M,24,Buisnessman,9213840878,,1 kunal,Single,White,2,N,Y,2,28.679079/77.070485
78 BN,C COY,Bikaner,Nagar,Z-800,Kaii,Father,F,56,Technician,9213840879,,1 kunal,Single,Blue,3,N,N,1,28.679079/77.070486
78 BN,C COY,Bikaner,Nagar,Z-800,Kairo,Mother,M,32,Shopkeeper,9213840880,,1 kunal,Single,Green,5,Y,N,2,28.679079/77.070487
78 BN,C COY,Bikaner,Nagar,Z-800,Kajus,Husband,F,67,Doctor,9213840881,,1 kunal,Single,Lavender,2,N,N,2,28.679079/77.070488
78 BN,C COY,Bikaner,Nagar,Z-800,Kallum,Wife,M,89,Teacher,9213840882,,2 kunal,Single,Cherry,4,N,N,2,28.679079/77.070489
78 BN,C COY,Bikaner,Nagar,Z-804,Kalvyn,Husband,F,96,Engineer,9213840883,,2 kunal,Single,Light green,4,N,N,2,28.679079/77.070490
78 BN,C COY,Bikaner,Nagar,Z-804,Kamil,Wife,M,49,Painter,9213840884,,2 kunal,Single,Red,3,N,Y,2,28.679079/77.070491
78 BN,C COY,Bikaner,Nagar,Z-804,Karol,Son,M,60,Call Centre,9213840885,,2 kunal,Single,Pink,5,Y,N,2,28.679079/77.070492
78 BN,C COY,Bikaner,Sukhdev,Z-807,Kaylen,Father,F,23,Air hostess,9213840886,,2 kunal,Single,Purple,2,Y,N,2,28.679079/77.070493
78 BN,C COY,Bikaner,Sukhdev,Z-807,Keelan,Mother,F,43,Pilot,9213840887,,2 kunal,Single,White,5,N,Y,2,28.679079/77.070494
78 BN,C COY,Bikaner,Sukhdev,Z-807,Keiran,Husband,F,75,Scientist,9213840888,,2 kunal,Single,Blue,5,Y,N,1,28.679079/77.070495
78 BN,C COY,Bikaner,Sukhdev,Z-807,Keith,Wife,M,64,Attender,9213840889,,2 kunal,Single,Green,5,Y,N,2,28.679079/77.070496
78 BN,C COY,Bikaner,Sukhdev,Z-811,Kenneth,Husband,M,86,Buisnessman,9213840890,,1 kunal,Single,Lavender,2,Y,N,1,28.679079/77.070497
78 BN,C COY,Bikaner,Sukhdev,Z-811,Klay,Wife,M,62,Technician,9213840891,,1 kunal,Single,Cherry,5,Y,N,2,28.679079/77.070498
78 BN,C COY,Bikaner,Sukhdev,Z-811,Koah,Son,F,98,Shopkeeper,9213840892,,1 kunal,Single,Light green,6,Y,Y,2,28.679079/77.070499
78 BN,C COY,Bikaner,Hamilton,Z-814,Kohen,Father,M,21,Doctor,9213840893,,1 kunal,Single,Red,3,Y,Y,2,28.679079/77.070500
78 BN,C COY,Bikaner,Hamilton,Z-814,Kornel,Mother,F,33,Teacher,9213840894,,1 kunal,Single,Pink,4,N,N,1,28.679079/77.070501
78 BN,C COY,Bikaner,Hamilton,Z-814,Kye,Husband,M,45,Engineer,9213840895,,1 kunal,Single,Purple,3,N,Y,1,28.679079/77.070502
78 BN,C COY,Bikaner,Hamilton,Z-814,Kylan,Wife,F,12,Painter,9213840896,,2 kunal,Single,White,4,N,N,1,28.679079/77.070503
78 BN,C COY,Bikaner,Hamilton,Z-818,Kyson,Husband,M,45,Call Centre,9213840897,,2 kunal,Single,Blue,4,N,Y,2,28.679079/77.070504
78 BN,C COY,Bikaner,Hamilton,Z-818,Lars,Wife,F,23,Air hostess,9213840898,,2 kunal,Single,Green,2,N,Y,1,28.679079/77.070505
78 BN,C COY,Bikaner,Hamilton,Z-818,Leif,Daughter,F,67,Pilot,9213840899,,2 kunal,Single,Lavender,4,Y,Y,2,28.679079/77.070506
78 BN,C COY,Bikaner,Lawasa,Z-821,Lloyd,Husband,F,23,Scientist,9213840900,,2 kunal,Single,Cherry,2,N,Y,1,28.679079/77.070507
78 BN,C COY,Bikaner,Lawasa,Z-821,Lochie,Wife,M,56,Attender,9213840901,,1 kunal,Single,Light green,3,N,Y,2,28.679079/77.070508
78 BN,C COY,Bikaner,Lawasa,Z-822,Lochlann,Husband,F,24,Buisnessman,9213840902,,1 kunal,Single,Red,4,Y,Y,2,28.679079/77.070509
78 BN,C COY,Bikaner,Lawasa,Z-822,Lochlyn,Wife,M,56,Technician,9213840903,,1 kunal,Single,Pink,5,N,N,2,28.679079/77.070510
78 BN,C COY,Bikaner,Lawasa,Z-825,Lucca,Husband,M,32,Shopkeeper,9213840904,,1 kunal,Single,Purple,3,N,N,1,28.679079/77.070511
78 BN,C COY,Bikaner,Lawasa,Z-825,Macaulay,Wife,F,67,Doctor,9213840905,,1 kunal,Single,White,3,N,N,2,28.679079/77.070512
78 BN,C COY,Bikaner,Lawasa,Z-825,Mackie,Daughter,F,89,Teacher,9213840906,,1 kunal,Single,Blue,5,N,N,2,28.679079/77.070513
78 BN,C COY,Sangamner,Loni,Z-828,Malik,Husband,M,96,Engineer,9213840907,,1 kunal,Single,Green,4,Y,N,2,28.679079/77.070514
78 BN,C COY,Sangamner,Loni,Z-828,Manuel,Wife,F,49,Painter,9213840908,,1 kunal,Single,Lavender,2,Y,Y,3,28.679079/77.070515
78 BN,C COY,Sangamner,Loni,Z-830,Mario,Husband,F,60,Call Centre,9213840909,,1 kunal,Single,Cherry,3,N,N,2,28.679079/77.070516
78 BN,C COY,Sangamner,Loni,Z-830,Marlow,Wife,M,23,Air hostess,9213840910,,1 kunal,Single,Light green,5,Y,N,1,28.679079/77.070517
78 BN,C COY,Sangamner,Loni,Z-832,Matas,Husband,F,43,Pilot,9213840911,,1 kunal,Single,Red,4,N,Y,2,28.679079/77.070518
78 BN,C COY,Sangamner,Loni,Z-832,Matias,Wife,M,75,Scientist,9213840912,,1 kunal,Single,Pink,3,Y,N,2,28.679079/77.070519
78 BN,C COY,Sangamner,Loni,Z-832,Maverick,Daughter,F,64,Attender,9213840913,,1 kunal,Single,Purple,3,Y,N,2,28.679079/77.070520
78 BN,C COY,Sangamner,Pravara,Z-835,Maxim,Husband,M,86,Buisnessman,9213840914,,1 kunal,Single,White,5,Y,N,2,28.679079/77.070521
78 BN,C COY,Sangamner,Pravara,Z-835,Micheal,Wife,F,62,Technician,9213840915,,1 kunal,Single,Blue,3,Y,N,3,28.679079/77.070522
78 BN,C COY,Sangamner,Pravara,Z-837,Milan,Husband,M,98,Shopkeeper,9213840916,,1 kunal,Single,Green,4,Y,Y,1,28.679079/77.070523
78 BN,C COY,Sangamner,Pravara,Z-837,Mohamad,Wife,M,21,Doctor,9213840917,,1 kunal,Single,Lavender,4,Y,Y,2,28.679079/77.070524
78 BN,C COY,Sangamner,Pravara,Z-839,Neil,Husband,M,33,Teacher,9213840918,,1 kunal,Single,Cherry,2,N,N,2,28.679079/77.070525
78 BN,C COY,Sangamner,Pravara,Z-839,Nicky,Wife,F,45,Engineer,9213840919,,1 kunal,Single,Light green,4,N,Y,1,28.679079/77.070526
78 BN,C COY,Sangamner,Pravara,Z-839,Noa,Daughter,F,12,Painter,9213840920,,1 kunal,Single,Red,5,N,N,2,28.679079/77.070527
78 BN,C COY,Sangamner,Imampur,Z-842,Omer,Husband,F,45,Call Centre,9213840921,,2 kunal,Single,Pink,2,N,Y,2,28.679079/77.070528
78 BN,C COY,Sangamner,Imampur,Z-842,Orin,Wife,M,23,Air hostess,9213840922,,2 kunal,Single,Purple,3,N,Y,1,28.679079/77.070529
78 BN,C COY,Sangamner,Imampur,Z-844,Orlando,Husband,F,67,Pilot,9213840923,,2 kunal,Single,White,5,Y,Y,2,28.679079/77.070530
78 BN,C COY,Sangamner,Imampur,Z-844,Osten,Wife,M,23,Scientist,9213840924,,2 kunal,Single,Blue,2,N,Y,2,28.679079/77.070531
78 BN,C COY,Sangamner,Imampur,Z-846,Ovie,Husband,F,56,Attender,9213840925,,2 kunal,Single,Green,4,N,Y,2,28.679079/77.070532
78 BN,C COY,Sangamner,Imampur,Z-846,Paolo,Wife,M,24,Buisnessman,9213840926,,2 kunal,Single,Lavender,4,Y,Y,2,28.679079/77.070533
78 BN,C COY,Sangamner,Imampur,Z-846,Pierce,Daughter,F,56,Technician,9213840927,,2 kunal,Single,Cherry,3,N,N,2,28.679079/77.070534
78 BN,C COY,Sangamner,Shirdi,Z-849,Piotr,Husband,M,32,Shopkeeper,9213840928,,2 kunal,Single,Light green,5,N,N,2,28.679079/77.070535
78 BN,C COY,Sangamner,Shirdi,Z-849,Prince,Wife,M,67,Doctor,9213840929,,1 kunal,Single,Red,2,N,N,2,28.679079/77.070536
78 BN,C COY,Sangamner,Shirdi,Z-851,Quinten,Husband,M,89,Teacher,9213840930,,1 kunal,Single,Pink,5,N,N,2,28.679079/77.070537
78 BN,C COY,Sangamner,Shirdi,Z-851,Raife,Wife,F,96,Engineer,9213840931,,1 kunal,Single,Purple,5,Y,N,1,28.679079/77.070538
78 BN,C COY,Sangamner,Shirdi,Z-853,Ralphy,Husband,F,49,Painter,9213840932,,1 kunal,Single,White,5,Y,Y,2,28.679079/77.070539
78 BN,C COY,Sangamner,Shirdi,Z-853,Rami,Wife,F,60,Call Centre,9213840933,,1 kunal,Single,Blue,2,N,N,1,28.679079/77.070540
78 BN,C COY,Sangamner,Shirdi,Z-853,Rayaan,Daughter,M,23,Air hostess,9213840934,,1 kunal,Single,Green,5,Y,N,2,28.679079/77.070541
78 BN,C COY,Sangamner,Devgarh,Z-856,Reagan,Husband,F,43,Pilot,9213840935,,2 kunal,Single,Lavender,6,N,Y,2,28.679079/77.070542
78 BN,C COY,Sangamner,Devgarh,Z-856,Reid,Wife,M,75,Scientist,9213840936,,2 kunal,Single,Cherry,3,Y,N,2,28.679079/77.070543
78 BN,C COY,Sangamner,Devgarh,Z-858,Reign,Husband,F,64,Attender,9213840937,,2 kunal,Single,Light green,4,Y,N,1,28.679079/77.070544
78 BN,C COY,Sangamner,Devgarh,Z-858,Reilly,Wife,M,86,Buisnessman,9213840938,,2 kunal,Single,Red,3,Y,N,1,28.679079/77.070545
78 BN,C COY,Sangamner,Devgarh,Z-860,Reiss,Husband,F,62,Technician,9213840939,,2 kunal,Single,Pink,4,Y,N,1,28.679079/77.070546
78 BN,C COY,Sangamner,Devgarh,Z-860,Rhudi,Wife,M,98,Shopkeeper,9213840940,,1 kunal,Single,Purple,4,Y,Y,2,28.679079/77.070547
78 BN,C COY,Sangamner,Devgarh,Z-860,Rian,Daughter,M,21,Doctor,9213840941,,1 kunal,Single,White,2,Y,Y,1,28.679079/77.070548
78 BN,C COY,Ahemdabad,Sonai,Z-863,Richie,Husband,F,33,Teacher,9213840942,,1 kunal,Single,Blue,4,N,N,2,28.679079/77.070549
78 BN,C COY,Ahemdabad,Sonai,Z-863,Ricky,Wife,F,45,Engineer,9213840943,,1 kunal,Single,Green,2,N,Y,1,28.679079/77.070550
78 BN,C COY,Ahemdabad,Sonai,Z-865,Roberts,Husband,F,12,Painter,9213840944,,1 kunal,Single,Lavender,3,N,N,2,28.679079/77.070551
78 BN,C COY,Ahemdabad,Sonai,Z-865,Roland,Wife,M,45,Call Centre,9213840945,,1 kunal,Single,Cherry,4,N,Y,2,28.679079/77.070552
78 BN,C COY,Ahemdabad,Sonai,Z-867,Rowen,Husband,M,23,Air hostess,9213840946,,1 kunal,Single,Light green,5,N,Y,2,28.679079/77.070553
78 BN,C COY,Ahemdabad,Sonai,Z-867,Roy,Wife,M,67,Pilot,9213840947,,1 kunal,Single,Red,3,Y,Y,1,28.679079/77.070554
78 BN,C COY,Ahemdabad,Sonai,Z-867,Ruan,Daughter,F,23,Scientist,9213840948,,1 kunal,Single,Pink,3,N,Y,2,28.679079/77.070555
